mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 335,"c(312782616, 312782624, 312782620, 312782604, 312782612, 312782608)",0.3,left,VISrl,"c(""VISrl5"", ""VISrl6b"", ""VISrl6a"", ""VISrl1"", ""VISrl4"", ""VISrl2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(312782612, 312782608, 312782604, 312782624, 312782620, 312782616)",0.3,left,VISrl,"c(""VISrl4"", ""VISrl2/3"", ""VISrl1"", ""VISrl6b"", ""VISrl6a"", ""VISrl5"")",WT,mPFF,M,pSyn,0.000820149,0,0.000820149,0
IM 342,"c(312782624, 312782604, 312782608, 312782616, 312782620, 312782612)",0.3,left,VISrl,"c(""VISrl6b"", ""VISrl1"", ""VISrl2/3"", ""VISrl5"", ""VISrl6a"", ""VISrl4"")",WT,mPFF,F,pSyn,0.001023703,0,0.001023703,0
IM 332,685,0.3,left,VM,VM,WT,mPFF,M,pSyn,0.001130054,0,0.001130054,0
IM 335,685,0.3,left,VM,VM,WT,mPFF,F,pSyn,0.003263605,0,0.003263605,0
IM 339,685,0.3,left,VM,VM,WT,mPFF,M,pSyn,0.006397211,0,0.006397211,0
IM 342,685,0.3,left,VM,VM,WT,mPFF,F,pSyn,0.002569462,0,0.002569462,0
IM 332,693,0.3,left,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM 335,693,0.3,left,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM 339,693,0.3,left,VMH,VMH,WT,mPFF,M,pSyn,0.000208979,0,0.000208979,0
IM 342,693,0.3,left,VMH,VMH,WT,mPFF,F,pSyn,0.002995783,0,0.002995783,0
IM 332,"c(741, 725)",0.3,left,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(741, 725)",0.3,left,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(741, 725)",0.3,left,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,M,pSyn,0.001476495,0,0.001476495,0
IM 342,"c(725, 741)",0.3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,718,0.3,left,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM 335,718,0.3,left,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM 339,718,0.3,left,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM 342,718,0.3,left,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM 332,733,0.3,left,VPM,VPM,WT,mPFF,M,pSyn,0,0,0,0
IM 335,733,0.3,left,VPM,VPM,WT,mPFF,F,pSyn,3.10E-05,0,3.10E-05,0
IM 339,733,0.3,left,VPM,VPM,WT,mPFF,M,pSyn,0.001066678,0,0.001066678,0
IM 342,733,0.3,left,VPM,VPM,WT,mPFF,F,pSyn,0.000319192,0,0.000319192,0
IM 332,749,0.3,left,VTA,VTA,WT,mPFF,M,pSyn,0,0,0,0
IM 335,749,0.3,left,VTA,VTA,WT,mPFF,F,pSyn,0.000221216,0,0.000221216,0
IM 339,749,0.3,left,VTA,VTA,WT,mPFF,M,pSyn,0.002036129,0,0.002036129,0
IM 342,749,0.3,left,VTA,VTA,WT,mPFF,F,pSyn,0.000141108,0,0.000141108,0
IM 332,560581559,0.3,left,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM 335,560581559,0.3,left,Xi,Xi,WT,mPFF,F,pSyn,0.00480983,0,0.00480983,0
IM 339,560581559,0.3,left,Xi,Xi,WT,mPFF,M,pSyn,0.005711471,0,0.005711471,0
IM 342,560581559,0.3,left,Xi,Xi,WT,mPFF,F,pSyn,0.00022338,0,0.00022338,0
IM 332,797,0.3,left,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM 335,797,0.3,left,ZI,ZI,WT,mPFF,F,pSyn,6.26E-05,0,6.26E-05,0
IM 339,797,0.3,left,ZI,ZI,WT,mPFF,M,pSyn,0.000296765,0,0.000296765,0
IM 342,797,0.3,left,ZI,ZI,WT,mPFF,F,pSyn,0.000210438,0,0.000210438,0
IM 332,"c(935, 927, 1015, 919, 211)",0.3,right,ACAd,"c(""ACAd1"", ""ACAd6b"", ""ACAd5"", ""ACAd6a"", ""ACAd2/3"")",WT,mPFF,M,pSyn,0.022719246,0,0.022719246,0
IM 335,"c(935, 919, 211, 1015, 927)",0.3,right,ACAd,"c(""ACAd1"", ""ACAd6a"", ""ACAd2/3"", ""ACAd5"", ""ACAd6b"")",WT,mPFF,F,pSyn,0.032928205,0.007231756,0.025696449,2.490094097
IM 339,"c(211, 1015, 935, 919, 927)",0.3,right,ACAd,"c(""ACAd2/3"", ""ACAd5"", ""ACAd1"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,M,pSyn,0.015915859,0,0.015915859,0
IM 342,"c(1015, 211, 935, 927, 919)",0.3,right,ACAd,"c(""ACAd5"", ""ACAd2/3"", ""ACAd1"", ""ACAd6b"", ""ACAd6a"")",WT,mPFF,F,pSyn,0.027715855,0,0.027715855,0
IM 332,"c(588, 819, 296, 810, 772)",0.3,right,ACAv,"c(""ACAv1"", ""ACAv6b"", ""ACAv2/3"", ""ACAv6a"", ""ACAv5"")",WT,mPFF,M,pSyn,0.0084777,0,0.0084777,0
IM 335,"c(588, 810, 772, 819, 296)",0.3,right,ACAv,"c(""ACAv1"", ""ACAv6a"", ""ACAv5"", ""ACAv6b"", ""ACAv2/3"")",WT,mPFF,F,pSyn,0.010946771,0,0.010946771,0
IM 339,"c(810, 819, 296, 588, 772)",0.3,right,ACAv,"c(""ACAv6a"", ""ACAv6b"", ""ACAv2/3"", ""ACAv1"", ""ACAv5"")",WT,mPFF,M,pSyn,0.00495753,0,0.00495753,0
IM 342,"c(810, 772, 819, 588, 296)",0.3,right,ACAv,"c(""ACAv6a"", ""ACAv5"", ""ACAv6b"", ""ACAv1"", ""ACAv2/3"")",WT,mPFF,F,pSyn,0.010615234,0,0.010615234,0
IM 332,56,0.3,right,ACB,ACB,WT,mPFF,M,pSyn,0.012430931,0,0.012430931,0
IM 335,56,0.3,right,ACB,ACB,WT,mPFF,F,pSyn,0.028890928,0,0.028890928,0
IM 339,56,0.3,right,ACB,ACB,WT,mPFF,M,pSyn,0.024003121,0,0.024003121,0
IM 342,56,0.3,right,ACB,ACB,WT,mPFF,F,pSyn,0.011890938,0,0.011890938,0
IM 335,88,0.3,right,AHN,AHN,WT,mPFF,F,pSyn,0,0,0,0
IM 339,88,0.3,right,AHN,AHN,WT,mPFF,M,pSyn,0,0,0,0
IM 342,88,0.3,right,AHN,AHN,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(328, 996, 783, 1101, 831)",0.3,right,AId,"c(""AId2/3"", ""AId1"", ""AId6a"", ""AId5"", ""AId6b"")",WT,mPFF,M,pSyn,0.003657261,0,0.003657261,0
IM 335,"c(783, 1101, 996, 328, 831)",0.3,right,AId,"c(""AId6a"", ""AId5"", ""AId1"", ""AId2/3"", ""AId6b"")",WT,mPFF,F,pSyn,0.008166881,0,0.008166881,0
IM 339,"c(783, 996, 1101, 328, 831)",0.3,right,AId,"c(""AId6a"", ""AId1"", ""AId5"", ""AId2/3"", ""AId6b"")",WT,mPFF,M,pSyn,0.00760228,0,0.00760228,0
IM 342,"c(783, 996, 1101, 328, 831)",0.3,right,AId,"c(""AId6a"", ""AId1"", ""AId5"", ""AId2/3"", ""AId6b"")",WT,mPFF,F,pSyn,0.004650417,0,0.004650417,0
IM 332,"c(120, 355, 344, 314, 163)",0.3,right,AIp,"c(""AIp1"", ""AIp6b"", ""AIp5"", ""AIp6a"", ""AIp2/3"")",WT,mPFF,M,pSyn,0.003341986,0,0.003341986,0
IM 335,"c(163, 355, 120, 344, 314)",0.3,right,AIp,"c(""AIp2/3"", ""AIp6b"", ""AIp1"", ""AIp5"", ""AIp6a"")",WT,mPFF,F,pSyn,0.007719462,0.002735791,0.004983671,0
IM 339,"c(344, 314, 163, 120, 355)",0.3,right,AIp,"c(""AIp5"", ""AIp6a"", ""AIp2/3"", ""AIp1"", ""AIp6b"")",WT,mPFF,M,pSyn,0.019242899,0,0.019242899,0
IM 342,"c(314, 355, 120, 344, 163)",0.3,right,AIp,"c(""AIp6a"", ""AIp6b"", ""AIp1"", ""AIp5"", ""AIp2/3"")",WT,mPFF,F,pSyn,0.011030947,0,0.011030947,0
IM 332,"c(800, 675, 704, 694)",0.3,right,AIv,"c(""AIv5"", ""AIv6a"", ""AIv1"", ""AIv2/3"")",WT,mPFF,M,pSyn,0.001018321,0,0.001018321,0
IM 335,"c(694, 704, 800, 675)",0.3,right,AIv,"c(""AIv2/3"", ""AIv1"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,0.00291689,0,0.00291689,0
IM 339,"c(800, 675, 694, 704)",0.3,right,AIv,"c(""AIv5"", ""AIv6a"", ""AIv2/3"", ""AIv1"")",WT,mPFF,M,pSyn,0.002297967,0,0.002297967,0
IM 342,"c(800, 675, 704, 694)",0.3,right,AIv,"c(""AIv5"", ""AIv6a"", ""AIv1"", ""AIv2/3"")",WT,mPFF,F,pSyn,0.000639891,0,0.000639891,0
IM 332,466,0.3,right,alv,alv,WT,mPFF,M,pSyn,0.000674051,0,0.000674051,0
IM 335,466,0.3,right,alv,alv,WT,mPFF,F,pSyn,0.00384093,0,0.00384093,0
IM 339,466,0.3,right,alv,alv,WT,mPFF,M,pSyn,0.002865831,0,0.002865831,0
IM 342,466,0.3,right,alv,alv,WT,mPFF,F,pSyn,0.00679262,0,0.00679262,0
IM 332,884,0.3,right,amc,amc,WT,mPFF,M,pSyn,0.018755609,0,0.018755609,0
IM 335,884,0.3,right,amc,amc,WT,mPFF,F,pSyn,0.082698143,0,0.082698143,0
IM 339,884,0.3,right,amc,amc,WT,mPFF,M,pSyn,0.056954764,0,0.056954764,0
IM 342,884,0.3,right,amc,amc,WT,mPFF,F,pSyn,0.033290687,0,0.033290687,0
IM 332,159,0.3,right,AON,AON,WT,mPFF,M,pSyn,0.00064308,0,0.00064308,0
IM 335,159,0.3,right,AON,AON,WT,mPFF,F,pSyn,0.001327609,0,0.001327609,0
IM 339,159,0.3,right,AON,AON,WT,mPFF,M,pSyn,0.003279357,0,0.003279357,0
IM 342,159,0.3,right,AON,AON,WT,mPFF,F,pSyn,0.001175265,0,0.001175265,0
IM 332,215,0.3,right,APN,APN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,215,0.3,right,APN,APN,WT,mPFF,F,pSyn,6.80E-05,0,6.80E-05,0
IM 339,215,0.3,right,APN,APN,WT,mPFF,M,pSyn,0.001020316,0,0.001020316,0
IM 342,215,0.3,right,APN,APN,WT,mPFF,F,pSyn,0.000126672,0,0.000126672,0
IM 332,484682508,0.3,right,APr,APr,WT,mPFF,M,pSyn,0,0,0,0
IM 335,484682508,0.3,right,APr,APr,WT,mPFF,F,pSyn,0,0,0,0
IM 339,484682508,0.3,right,APr,APr,WT,mPFF,M,pSyn,0,0,0,0
IM 342,484682508,0.3,right,APr,APr,WT,mPFF,F,pSyn,0.000809468,0,0.000809468,0
IM 332,484682524,0.3,right,ar,ar,WT,mPFF,M,pSyn,0.004563934,0,0.004563934,0
IM 335,484682524,0.3,right,ar,ar,WT,mPFF,F,pSyn,0.026672708,0,0.026672708,0
IM 339,484682524,0.3,right,ar,ar,WT,mPFF,M,pSyn,0.01509062,0,0.01509062,0
IM 342,484682524,0.3,right,ar,ar,WT,mPFF,F,pSyn,0.014554749,0,0.014554749,0
IM 332,223,0.3,right,ARH,ARH,WT,mPFF,M,pSyn,5.07E-05,0,5.07E-05,0
IM 335,223,0.3,right,ARH,ARH,WT,mPFF,F,pSyn,0.000426673,0,0.000426673,0
IM 339,223,0.3,right,ARH,ARH,WT,mPFF,M,pSyn,0,0,0,0
IM 342,223,0.3,right,ARH,ARH,WT,mPFF,F,pSyn,0.000889706,0,0.000889706,0
IM 332,231,0.3,right,AT,AT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,231,0.3,right,AT,AT,WT,mPFF,F,pSyn,0,0,0,0
IM 339,231,0.3,right,AT,AT,WT,mPFF,M,pSyn,0,0,0,0
IM 342,231,0.3,right,AT,AT,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(600, 243, 527, 252, 678, 156)",0.3,right,AUDd,"c(""AUDd2/3"", ""AUDd6b"", ""AUDd1"", ""AUDd5"", ""AUDd4"", ""AUDd6a"")",WT,mPFF,M,pSyn,0.006486236,0,0.006486236,0
IM 335,"c(678, 252, 527, 156, 243, 600)",0.3,right,AUDd,"c(""AUDd4"", ""AUDd5"", ""AUDd1"", ""AUDd6a"", ""AUDd6b"", ""AUDd2/3"")",WT,mPFF,F,pSyn,0.002137074,0,0.002137074,0
IM 339,"c(678, 252, 243, 600, 527, 156)",0.3,right,AUDd,"c(""AUDd4"", ""AUDd5"", ""AUDd6b"", ""AUDd2/3"", ""AUDd1"", ""AUDd6a"")",WT,mPFF,M,pSyn,0.005912776,0,0.005912776,0
IM 342,"c(243, 156, 252, 600, 527, 678)",0.3,right,AUDd,"c(""AUDd6b"", ""AUDd6a"", ""AUDd5"", ""AUDd2/3"", ""AUDd1"", ""AUDd4"")",WT,mPFF,F,pSyn,0.005762243,0,0.005762243,0
IM 332,"c(847, 251, 816, 954, 1005, 735)",0.3,right,AUDp,"c(""AUDp5"", ""AUDp2/3"", ""AUDp4"", ""AUDp6a"", ""AUDp6b"", ""AUDp1"")",WT,mPFF,M,pSyn,0.003530456,0,0.003530456,0
IM 335,"c(847, 816, 251, 735, 1005, 954)",0.3,right,AUDp,"c(""AUDp5"", ""AUDp4"", ""AUDp2/3"", ""AUDp1"", ""AUDp6b"", ""AUDp6a"")",WT,mPFF,F,pSyn,0.000519267,0,0.000519267,0
IM 339,"c(847, 735, 816, 251, 954, 1005)",0.3,right,AUDp,"c(""AUDp5"", ""AUDp1"", ""AUDp4"", ""AUDp2/3"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,0.001226845,0,0.001226845,0
IM 342,"c(1005, 954, 251, 735, 847, 816)",0.3,right,AUDp,"c(""AUDp6b"", ""AUDp6a"", ""AUDp2/3"", ""AUDp1"", ""AUDp5"", ""AUDp4"")",WT,mPFF,F,pSyn,0.003198039,0,0.003198039,0
IM 332,"c(456, 791, 249, 759, 643, 696)",0.3,right,AUDpo,"c(""AUDpo6b"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo4"", ""AUDpo2/3"", ""AUDpo1"")",WT,mPFF,M,pSyn,0.000887797,0,0.000887797,0
IM 335,"c(759, 791, 249, 456, 643, 696)",0.3,right,AUDpo,"c(""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"", ""AUDpo2/3"", ""AUDpo1"")",WT,mPFF,F,pSyn,0.000740912,0,0.000740912,0
IM 339,"c(759, 643, 791, 249, 456, 696)",0.3,right,AUDpo,"c(""AUDpo4"", ""AUDpo2/3"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"", ""AUDpo1"")",WT,mPFF,M,pSyn,0.000221392,0,0.000221392,0
IM 342,"c(696, 249, 759, 456, 643, 791)",0.3,right,AUDpo,"c(""AUDpo1"", ""AUDpo6a"", ""AUDpo4"", ""AUDpo6b"", ""AUDpo2/3"", ""AUDpo5"")",WT,mPFF,F,pSyn,0.000196246,0,0.000196246,0
IM 332,"c(1023, 755, 990, 959, 520, 598)",0.3,right,AUDv,"c(""AUDv5"", ""AUDv2/3"", ""AUDv4"", ""AUDv1"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,0.00440091,0,0.00440091,0
IM 335,"c(520, 959, 990, 1023, 598, 755)",0.3,right,AUDv,"c(""AUDv6a"", ""AUDv1"", ""AUDv4"", ""AUDv5"", ""AUDv6b"", ""AUDv2/3"")",WT,mPFF,F,pSyn,0.005991748,0,0.005991748,0
IM 339,"c(1023, 598, 959, 520, 990, 755)",0.3,right,AUDv,"c(""AUDv5"", ""AUDv6b"", ""AUDv1"", ""AUDv6a"", ""AUDv4"", ""AUDv2/3"")",WT,mPFF,M,pSyn,0.008728817,0,0.008728817,0
IM 342,"c(755, 520, 959, 598, 1023, 990)",0.3,right,AUDv,"c(""AUDv2/3"", ""AUDv6a"", ""AUDv1"", ""AUDv6b"", ""AUDv5"", ""AUDv4"")",WT,mPFF,F,pSyn,0.005964287,0,0.005964287,0
IM 342,272,0.3,right,AVPV,AVPV,WT,mPFF,F,pSyn,0,0,0,0
IM 339,292,0.3,right,BA,BA,WT,mPFF,M,pSyn,0.001304961,0,0.001304961,0
IM 342,292,0.3,right,BA,BA,WT,mPFF,F,pSyn,0,0,0,0
IM 332,482,0.3,right,bic,bic,WT,mPFF,M,pSyn,0,0,0,0
IM 335,482,0.3,right,bic,bic,WT,mPFF,F,pSyn,0,0,0,0
IM 339,482,0.3,right,bic,bic,WT,mPFF,M,pSyn,0,0,0,0
IM 342,482,0.3,right,bic,bic,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(311, 303, 451)",0.3,right,BLA,"c(""BLAp"", ""BLAa"", ""BLAv"")",WT,mPFF,M,pSyn,0.045529324,0.003758219,0.041771105,0.709551385
IM 335,"c(311, 303, 451)",0.3,right,BLA,"c(""BLAp"", ""BLAa"", ""BLAv"")",WT,mPFF,F,pSyn,0.150717138,0.013273566,0.137443572,2.94634479
IM 339,"c(303, 311, 451)",0.3,right,BLA,"c(""BLAa"", ""BLAp"", ""BLAv"")",WT,mPFF,M,pSyn,0.238399004,0.077970957,0.160428047,19.70907978
IM 342,"c(303, 311, 451)",0.3,right,BLA,"c(""BLAa"", ""BLAp"", ""BLAv"")",WT,mPFF,F,pSyn,0.227082888,0.047826203,0.179256686,9.372308743
IM 332,"c(334, 327)",0.3,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,M,pSyn,0.019056274,0,0.019056274,0
IM 335,"c(334, 327)",0.3,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,F,pSyn,0.049837576,0.005579379,0.044258197,1.021256907
IM 339,"c(334, 327)",0.3,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,M,pSyn,0.192692544,0.049897848,0.142794696,10.97726074
IM 342,"c(334, 327)",0.3,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,F,pSyn,0.059566284,0,0.059566284,0
IM 332,916,0.3,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 335,916,0.3,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM 339,916,0.3,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 342,916,0.3,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM 332,382,0.3,right,CA1,CA1,WT,mPFF,M,pSyn,0.000748189,0.000393024,0.000355164,0.151469376
IM 335,382,0.3,right,CA1,CA1,WT,mPFF,F,pSyn,0.000196379,0,0.000196379,0
IM 339,382,0.3,right,CA1,CA1,WT,mPFF,M,pSyn,0.000794318,0,0.000794318,0
IM 342,382,0.3,right,CA1,CA1,WT,mPFF,F,pSyn,7.77E-05,0,7.77E-05,0
IM 332,423,0.3,right,CA2,CA2,WT,mPFF,M,pSyn,0,0,0,0
IM 335,423,0.3,right,CA2,CA2,WT,mPFF,F,pSyn,0.000267768,0,0.000267768,0
IM 339,423,0.3,right,CA2,CA2,WT,mPFF,M,pSyn,2.79E-05,0,2.79E-05,0
IM 342,423,0.3,right,CA2,CA2,WT,mPFF,F,pSyn,0,0,0,0
IM 332,463,0.3,right,CA3,CA3,WT,mPFF,M,pSyn,0.000320585,0,0.000320585,0
IM 335,463,0.3,right,CA3,CA3,WT,mPFF,F,pSyn,0.00022306,0,0.00022306,0
IM 339,463,0.3,right,CA3,CA3,WT,mPFF,M,pSyn,0.000435236,0,0.000435236,0
IM 342,463,0.3,right,CA3,CA3,WT,mPFF,F,pSyn,0.000169645,0,0.000169645,0
IM 332,512,0.3,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM 335,512,0.3,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 339,512,0.3,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM 342,512,0.3,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(964, 484682516, 971, 986)",0.3,right,cc,"c(""ee"", ""ccb"", ""fp"", ""ccs"")",WT,mPFF,M,pSyn,0.002936614,0,0.002936614,0
IM 335,"c(986, 484682516, 964, 971)",0.3,right,cc,"c(""ccs"", ""ccb"", ""ee"", ""fp"")",WT,mPFF,F,pSyn,0.007452306,0,0.007452306,0
IM 339,"c(971, 964, 986, 484682516)",0.3,right,cc,"c(""fp"", ""ee"", ""ccs"", ""ccb"")",WT,mPFF,M,pSyn,0.008092093,0,0.008092093,0
IM 342,"c(964, 971, 484682516, 986)",0.3,right,cc,"c(""ee"", ""fp"", ""ccb"", ""ccs"")",WT,mPFF,F,pSyn,0.004435271,0,0.004435271,0
IM 332,1108,0.3,right,ccg,ccg,WT,mPFF,M,pSyn,0.031978005,0,0.031978005,0
IM 335,1108,0.3,right,ccg,ccg,WT,mPFF,F,pSyn,0.024415892,0,0.024415892,0
IM 339,1108,0.3,right,ccg,ccg,WT,mPFF,M,pSyn,0.029203659,0,0.029203659,0
IM 342,1108,0.3,right,ccg,ccg,WT,mPFF,F,pSyn,0.009098005,0,0.009098005,0
IM 332,"c(544, 559, 551)",0.3,right,CEA,"c(""CEAc"", ""CEAm"", ""CEAl"")",WT,mPFF,M,pSyn,0.045150178,0.017013776,0.028136402,3.866804721
IM 335,"c(544, 551, 559)",0.3,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,F,pSyn,0.135003149,0.014313277,0.120689872,2.422041828
IM 339,"c(544, 559, 551)",0.3,right,CEA,"c(""CEAc"", ""CEAm"", ""CEAl"")",WT,mPFF,M,pSyn,0.270493292,0.066172132,0.20432116,9.953379293
IM 342,"c(551, 559, 544)",0.3,right,CEA,"c(""CEAl"", ""CEAm"", ""CEAc"")",WT,mPFF,F,pSyn,0.160157806,0.043234192,0.116923614,9.282016311
IM 332,940,0.3,right,cing,cing,WT,mPFF,M,pSyn,0.002910498,0,0.002910498,0
IM 335,940,0.3,right,cing,cing,WT,mPFF,F,pSyn,0.025902659,0,0.025902659,0
IM 339,940,0.3,right,cing,cing,WT,mPFF,M,pSyn,0.032382757,0.019242243,0.013140514,5.492600691
IM 342,940,0.3,right,cing,cing,WT,mPFF,F,pSyn,0.004304391,0,0.004304391,0
IM 332,575,0.3,right,CL,CL,WT,mPFF,M,pSyn,0.031320904,0,0.031320904,0
IM 335,575,0.3,right,CL,CL,WT,mPFF,F,pSyn,0.046087605,0,0.046087605,0
IM 339,575,0.3,right,CL,CL,WT,mPFF,M,pSyn,0.083698705,0,0.083698705,0
IM 342,575,0.3,right,CL,CL,WT,mPFF,F,pSyn,0.032719288,0,0.032719288,0
IM 332,583,0.3,right,CLA,CLA,WT,mPFF,M,pSyn,0.010088035,0,0.010088035,0
IM 335,583,0.3,right,CLA,CLA,WT,mPFF,F,pSyn,0.031643769,0,0.031643769,0
IM 339,583,0.3,right,CLA,CLA,WT,mPFF,M,pSyn,0.004091484,0,0.004091484,0
IM 342,583,0.3,right,CLA,CLA,WT,mPFF,F,pSyn,0.001637105,0,0.001637105,0
IM 332,599,0.3,right,CM,CM,WT,mPFF,M,pSyn,0.014065264,0,0.014065264,0
IM 335,599,0.3,right,CM,CM,WT,mPFF,F,pSyn,0.013183717,0,0.013183717,0
IM 339,599,0.3,right,CM,CM,WT,mPFF,M,pSyn,0.011745551,0,0.011745551,0
IM 342,599,0.3,right,CM,CM,WT,mPFF,F,pSyn,0.00482171,0,0.00482171,0
IM 332,639,0.3,right,COA,COAa,WT,mPFF,M,pSyn,0,0,0,0
IM 335,639,0.3,right,COA,COAa,WT,mPFF,F,pSyn,0.002337317,0,0.002337317,0
IM 339,639,0.3,right,COA,COAa,WT,mPFF,M,pSyn,0.013589864,0,0.013589864,0
IM 342,639,0.3,right,COA,COAa,WT,mPFF,F,pSyn,0.003200343,0,0.003200343,0
IM 332,"c(655, 663)",0.3,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(663, 655)",0.3,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,F,pSyn,0.004629386,0,0.004629386,0
IM 339,"c(663, 655)",0.3,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,M,pSyn,0.003567359,0,0.003567359,0
IM 342,"c(655, 663)",0.3,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,0.003318617,0,0.003318617,0
IM 332,672,0.3,right,CP,CP,WT,mPFF,M,pSyn,0.034478005,0,0.034478005,0
IM 335,672,0.3,right,CP,CP,WT,mPFF,F,pSyn,0.047820665,0.000383398,0.047437267,0.209847194
IM 339,672,0.3,right,CP,CP,WT,mPFF,M,pSyn,0.029526883,0,0.029526883,0
IM 342,672,0.3,right,CP,CP,WT,mPFF,F,pSyn,0.019389959,0,0.019389959,0
IM 332,924,0.3,right,cpd,cpd,WT,mPFF,M,pSyn,5.03E-05,0,5.03E-05,0
IM 335,924,0.3,right,cpd,cpd,WT,mPFF,F,pSyn,0,0,0,0
IM 339,924,0.3,right,cpd,cpd,WT,mPFF,M,pSyn,0.000269645,0,0.000269645,0
IM 342,924,0.3,right,cpd,cpd,WT,mPFF,F,pSyn,0,0,0,0
IM 332,679,0.3,right,CS,CS,WT,mPFF,M,pSyn,0,0,0,0
IM 335,679,0.3,right,CS,CS,WT,mPFF,F,pSyn,0.000316836,0,0.000316836,0
IM 339,679,0.3,right,CS,CS,WT,mPFF,M,pSyn,0,0,0,0
IM 342,679,0.3,right,CS,CS,WT,mPFF,F,pSyn,0.001240389,0,0.001240389,0
IM 332,336,0.3,right,csc,csc,WT,mPFF,M,pSyn,0,0,0,0
IM 335,336,0.3,right,csc,csc,WT,mPFF,F,pSyn,0,0,0,0
IM 339,336,0.3,right,csc,csc,WT,mPFF,M,pSyn,0,0,0,0
IM 332,784,0.3,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM 335,784,0.3,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM 339,784,0.3,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM 342,784,0.3,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM 332,703,0.3,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0.035261084,0,0.035261084,0
IM 335,703,0.3,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0.132819034,0.08293875,0.049880284,12.28955718
IM 339,703,0.3,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0.142679067,0.023892894,0.118786173,0
IM 342,703,0.3,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0.057109911,0,0.057109911,0
IM 332,"c(10704, 10703, 632)",0.3,right,DG,"c(""DG-po"", ""DG-mo"", ""DG-sg"")",WT,mPFF,M,pSyn,6.78E-06,0,6.78E-06,0
IM 335,"c(632, 10703, 10704)",0.3,right,DG,"c(""DG-sg"", ""DG-mo"", ""DG-po"")",WT,mPFF,F,pSyn,3.00E-06,0,3.00E-06,0
IM 339,"c(10703, 632, 10704)",0.3,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,M,pSyn,4.08E-05,0,4.08E-05,0
