mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 331,"c(1111, 461, 670, 9, 1086, 1006)",0.2,right,SSp-tr,"c(""SSp-tr5"", ""SSp-tr6b"", ""SSp-tr2/3"", ""SSp-tr6a"", ""SSp-tr4"", ""SSp-tr1"")",WT,mPFF,M,pSyn,0.001340781,0,0.001340781,0
IM 334,"c(1111, 9, 1086, 461, 1006, 670)",0.2,right,SSp-tr,"c(""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr4"", ""SSp-tr6b"", ""SSp-tr1"", ""SSp-tr2/3"")",WT,mPFF,F,pSyn,0.000281368,0,0.000281368,0
IM 338,"c(9, 1086, 1111, 670, 1006, 461)",0.2,right,SSp-tr,"c(""SSp-tr6a"", ""SSp-tr4"", ""SSp-tr5"", ""SSp-tr2/3"", ""SSp-tr1"", ""SSp-tr6b"")",WT,mPFF,M,pSyn,3.73E-05,0,3.73E-05,0
IM 341,"c(9, 461, 1006, 670, 1086, 1111)",0.2,right,SSp-tr,"c(""SSp-tr6a"", ""SSp-tr6b"", ""SSp-tr1"", ""SSp-tr2/3"", ""SSp-tr4"", ""SSp-tr5"")",WT,mPFF,F,pSyn,0.00046082,0,0.00046082,0
IM 331,"c(450, 854, 945, 577, 625, 1026)",0.2,right,SSp-ul,"c(""SSp-ul1"", ""SSp-ul2/3"", ""SSp-ul6a"", ""SSp-ul4"", ""SSp-ul5"", ""SSp-ul6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(577, 945, 625, 450, 1026, 854)",0.2,right,SSp-ul,"c(""SSp-ul4"", ""SSp-ul6a"", ""SSp-ul5"", ""SSp-ul1"", ""SSp-ul6b"", ""SSp-ul2/3"")",WT,mPFF,F,pSyn,0.000198689,0,0.000198689,0
IM 338,"c(945, 625, 854, 1026, 577, 450)",0.2,right,SSp-ul,"c(""SSp-ul6a"", ""SSp-ul5"", ""SSp-ul2/3"", ""SSp-ul6b"", ""SSp-ul4"", ""SSp-ul1"")",WT,mPFF,M,pSyn,0.000271489,0,0.000271489,0
IM 341,"c(577, 625, 945, 1026, 854, 450)",0.2,right,SSp-ul,"c(""SSp-ul4"", ""SSp-ul5"", ""SSp-ul6a"", ""SSp-ul6b"", ""SSp-ul2/3"", ""SSp-ul1"")",WT,mPFF,F,pSyn,0.000174886,0,0.000174886,0
IM 331,"c(182305697, 182305701, 182305713, 182305705, 182305693, 182305709)",0.2,right,SSp-un,"c(""SSp-un2/3"", ""SSp-un4"", ""SSp-un6b"", ""SSp-un5"", ""SSp-un1"", ""SSp-un6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(182305713, 182305701, 182305705, 182305709, 182305697)",0.2,right,SSp-un,"c(""SSp-un6b"", ""SSp-un4"", ""SSp-un5"", ""SSp-un6a"", ""SSp-un2/3"")",WT,mPFF,F,pSyn,0.000248806,0,0.000248806,0
IM 338,"c(182305705, 182305713, 182305697, 182305701, 182305709, 182305693)",0.2,right,SSp-un,"c(""SSp-un5"", ""SSp-un6b"", ""SSp-un2/3"", ""SSp-un4"", ""SSp-un6a"", ""SSp-un1"")",WT,mPFF,M,pSyn,0.001554375,0,0.001554375,0
IM 341,"c(182305705, 182305693, 182305697, 182305713, 182305701, 182305709)",0.2,right,SSp-un,"c(""SSp-un5"", ""SSp-un1"", ""SSp-un2/3"", ""SSp-un6b"", ""SSp-un4"", ""SSp-un6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(806, 893, 1090, 873, 1035, 862)",0.2,right,SSs,"c(""SSs2/3"", ""SSs6b"", ""SSs5"", ""SSs1"", ""SSs4"", ""SSs6a"")",WT,mPFF,M,pSyn,0.001946942,0,0.001946942,0
IM 334,"c(1090, 893, 1035, 862, 873, 806)",0.2,right,SSs,"c(""SSs5"", ""SSs6b"", ""SSs4"", ""SSs6a"", ""SSs1"", ""SSs2/3"")",WT,mPFF,F,pSyn,0.000329557,0,0.000329557,0
IM 338,"c(806, 873, 893, 1035, 862, 1090)",0.2,right,SSs,"c(""SSs2/3"", ""SSs1"", ""SSs6b"", ""SSs4"", ""SSs6a"", ""SSs5"")",WT,mPFF,M,pSyn,0.000126635,0,0.000126635,0
IM 341,"c(806, 1090, 893, 873, 1035, 862)",0.2,right,SSs,"c(""SSs2/3"", ""SSs5"", ""SSs6b"", ""SSs1"", ""SSs4"", ""SSs6a"")",WT,mPFF,F,pSyn,0.001063355,0,0.001063355,0
IM 331,301,0.2,right,st,st,WT,mPFF,M,pSyn,0.006677126,0,0.006677126,0
IM 334,301,0.2,right,st,st,WT,mPFF,F,pSyn,0.008973469,0,0.008973469,0
IM 338,301,0.2,right,st,st,WT,mPFF,M,pSyn,0,0,0,0
IM 341,301,0.2,right,st,st,WT,mPFF,F,pSyn,0.01711406,0,0.01711406,0
IM 331,484682528,0.2,right,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,484682528,0.2,right,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,484682528,0.2,right,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 341,484682528,0.2,right,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM 331,470,0.2,right,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,470,0.2,right,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,470,0.2,right,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,470,0.2,right,STN,STN,WT,mPFF,F,pSyn,0.000122654,0,0.000122654,0
IM 331,477,0.2,right,STR,STR,WT,mPFF,M,pSyn,0.001384184,0,0.001384184,0
IM 334,477,0.2,right,STR,STR,WT,mPFF,F,pSyn,0.000110257,0,0.000110257,0
IM 338,477,0.2,right,STR,STR,WT,mPFF,M,pSyn,0.000266713,0,0.000266713,0
IM 341,477,0.2,right,STR,STR,WT,mPFF,F,pSyn,0.000352275,0,0.000352275,0
IM 331,614454277,0.2,right,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 334,614454277,0.2,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 341,614454277,0.2,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 331,502,0.2,right,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 334,502,0.2,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 338,502,0.2,right,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 341,502,0.2,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 334,321,0.2,right,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,321,0.2,right,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 331,525,0.2,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 334,525,0.2,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 338,525,0.2,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 331,349,0.2,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 334,349,0.2,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 338,349,0.2,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 341,349,0.2,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 331,229,0.2,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 334,229,0.2,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 338,229,0.2,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 341,229,0.2,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 338,841,0.2,right,tb,tb,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(97, 729, 1127, 786, 234, 289)",0.2,right,TEa,"c(""TEa1"", ""TEa6a"", ""TEa2/3"", ""TEa6b"", ""TEa4"", ""TEa5"")",WT,mPFF,M,pSyn,0.000270412,0,0.000270412,0
IM 334,"c(786, 729, 234, 1127, 97, 289)",0.2,right,TEa,"c(""TEa6b"", ""TEa6a"", ""TEa4"", ""TEa2/3"", ""TEa1"", ""TEa5"")",WT,mPFF,F,pSyn,0.000289413,0,0.000289413,0
IM 338,"c(1127, 729, 289, 97, 786, 234)",0.2,right,TEa,"c(""TEa2/3"", ""TEa6a"", ""TEa5"", ""TEa1"", ""TEa6b"", ""TEa4"")",WT,mPFF,M,pSyn,0.001308581,0,0.001308581,0
IM 341,"c(234, 289, 97, 1127, 786, 729)",0.2,right,TEa,"c(""TEa4"", ""TEa5"", ""TEa1"", ""TEa2/3"", ""TEa6b"", ""TEa6a"")",WT,mPFF,F,pSyn,0.001525794,0,0.001525794,0
IM 331,549,0.2,right,TH,TH,WT,mPFF,M,pSyn,8.51E-05,0,8.51E-05,0
IM 334,549,0.2,right,TH,TH,WT,mPFF,F,pSyn,0.000265445,0,0.000265445,0
IM 338,549,0.2,right,TH,TH,WT,mPFF,M,pSyn,5.44E-05,0,5.44E-05,0
IM 341,549,0.2,right,TH,TH,WT,mPFF,F,pSyn,0.000267597,0,0.000267597,0
IM 331,1,0.2,right,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1,0.2,right,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(1, 1126)",0.2,right,TM,"c(""TMv"", ""TMd"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,566,0.2,right,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
IM 334,566,0.2,right,TR,TR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,566,0.2,right,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
IM 331,574,0.2,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,574,0.2,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,574,0.2,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,574,0.2,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1043,0.2,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1043,0.2,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1043,0.2,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1043,0.2,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(605, 597)",0.2,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(605, 597)",0.2,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0.000175141,0,0.000175141,0
IM 338,"c(605, 597)",0.2,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0.000175641,0,0.000175641,0
IM 341,"c(597, 605)",0.2,right,TT,"c(""TTd"", ""TTv"")",WT,mPFF,F,pSyn,2.46E-05,0,2.46E-05,0
IM 331,614,0.2,right,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM 334,614,0.2,right,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM 338,614,0.2,right,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM 341,614,0.2,right,TU,TU,WT,mPFF,F,pSyn,3.21E-05,0,3.21E-05,0
IM 331,629,0.2,right,VAL,VAL,WT,mPFF,M,pSyn,0.002632867,0,0.002632867,0
IM 334,629,0.2,right,VAL,VAL,WT,mPFF,F,pSyn,0.001428196,0,0.001428196,0
IM 338,629,0.2,right,VAL,VAL,WT,mPFF,M,pSyn,0.002465756,0,0.002465756,0
IM 341,629,0.2,right,VAL,VAL,WT,mPFF,F,pSyn,0.000863342,0,0.000863342,0
IM 331,"c(312782558, 312782550, 312782566, 312782570, 312782554, 312782562)",0.2,right,VISa,"c(""VISa4"", ""VISa1"", ""VISa6a"", ""VISa6b"", ""VISa2/3"", ""VISa5"")",WT,mPFF,M,pSyn,3.44E-05,0,3.44E-05,0
IM 334,"c(312782570, 312782566, 312782558, 312782550, 312782554, 312782562)",0.2,right,VISa,"c(""VISa6b"", ""VISa6a"", ""VISa4"", ""VISa1"", ""VISa2/3"", ""VISa5"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(312782570, 312782566, 312782550, 312782554, 312782562, 312782558)",0.2,right,VISa,"c(""VISa6b"", ""VISa6a"", ""VISa1"", ""VISa2/3"", ""VISa5"", ""VISa4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(312782562, 312782570, 312782566, 312782554, 312782550, 312782558)",0.2,right,VISa,"c(""VISa5"", ""VISa6b"", ""VISa6a"", ""VISa2/3"", ""VISa1"", ""VISa4"")",WT,mPFF,F,pSyn,7.41E-05,0,7.41E-05,0
IM 331,"c(601, 233, 905, 1114, 1074, 649)",0.2,right,VISal,"c(""VISal6a"", ""VISal5"", ""VISal2/3"", ""VISal4"", ""VISal1"", ""VISal6b"")",WT,mPFF,M,pSyn,0.000176596,0,0.000176596,0
IM 334,"c(905, 649, 601, 1074, 1114, 233)",0.2,right,VISal,"c(""VISal2/3"", ""VISal6b"", ""VISal6a"", ""VISal1"", ""VISal4"", ""VISal5"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(233, 601, 905, 1074, 1114, 649)",0.2,right,VISal,"c(""VISal5"", ""VISal6a"", ""VISal2/3"", ""VISal1"", ""VISal4"", ""VISal6b"")",WT,mPFF,M,pSyn,0.002108036,0,0.002108036,0
IM 331,"c(433, 401, 1066, 1046, 441, 281)",0.2,right,VISam,"c(""VISam5"", ""VISam4"", ""VISam2/3"", ""VISam6a"", ""VISam6b"", ""VISam1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(401, 1066, 441, 1046, 433, 281)",0.2,right,VISam,"c(""VISam4"", ""VISam2/3"", ""VISam6b"", ""VISam6a"", ""VISam5"", ""VISam1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(281, 1046, 441, 401, 1066, 433)",0.2,right,VISam,"c(""VISam1"", ""VISam6a"", ""VISam6b"", ""VISam4"", ""VISam2/3"", ""VISam5"")",WT,mPFF,M,pSyn,8.46E-05,0,8.46E-05,0
IM 341,"c(433, 1046, 441, 401, 1066, 281)",0.2,right,VISam,"c(""VISam5"", ""VISam6a"", ""VISam6b"", ""VISam4"", ""VISam2/3"", ""VISam1"")",WT,mPFF,F,pSyn,2.22E-05,0,2.22E-05,0
IM 331,"c(857, 1010, 849, 1058, 897, 1106)",0.2,right,VISC,"c(""VISC6a"", ""VISC4"", ""VISC6b"", ""VISC5"", ""VISC1"", ""VISC2/3"")",WT,mPFF,M,pSyn,0.000941818,0,0.000941818,0
IM 334,"c(857, 1058, 849, 1106, 1010, 897)",0.2,right,VISC,"c(""VISC6a"", ""VISC5"", ""VISC6b"", ""VISC2/3"", ""VISC4"", ""VISC1"")",WT,mPFF,F,pSyn,0.000164667,0,0.000164667,0
IM 338,"c(897, 857, 1010, 1058, 1106, 849)",0.2,right,VISC,"c(""VISC1"", ""VISC6a"", ""VISC4"", ""VISC5"", ""VISC2/3"", ""VISC6b"")",WT,mPFF,M,pSyn,0.000327637,0,0.000327637,0
IM 341,"c(897, 849, 1058, 857, 1106, 1010)",0.2,right,VISC,"c(""VISC1"", ""VISC6b"", ""VISC5"", ""VISC6a"", ""VISC2/3"", ""VISC4"")",WT,mPFF,F,pSyn,0.00025514,0,0.00025514,0
IM 331,"c(121, 74, 613, 421, 573, 973)",0.2,right,VISl,"c(""VISl6b"", ""VISl6a"", ""VISl5"", ""VISl1"", ""VISl4"", ""VISl2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(973, 573, 74, 613, 421)",0.2,right,VISl,"c(""VISl2/3"", ""VISl4"", ""VISl6a"", ""VISl5"", ""VISl1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(613, 74, 573, 421, 973)",0.2,right,VISl,"c(""VISl5"", ""VISl6a"", ""VISl4"", ""VISl1"", ""VISl2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(421, 973, 613, 573, 74, 121)",0.2,right,VISl,"c(""VISl1"", ""VISl2/3"", ""VISl5"", ""VISl4"", ""VISl6a"", ""VISl6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(312782590, 312782582, 312782578, 312782586)",0.2,right,VISli,"c(""VISli5"", ""VISli2/3"", ""VISli1"", ""VISli4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(312782578, 312782590, 312782582, 312782586)",0.2,right,VISli,"c(""VISli1"", ""VISli5"", ""VISli2/3"", ""VISli4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(312782582, 312782586, 312782578)",0.2,right,VISli,"c(""VISli2/3"", ""VISli4"", ""VISli1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(312782582, 312782590, 312782578, 312782586)",0.2,right,VISli,"c(""VISli2/3"", ""VISli5"", ""VISli1"", ""VISli4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(33, 305, 721, 593, 778, 821)",0.2,right,VISp,"c(""VISp6a"", ""VISp6b"", ""VISp4"", ""VISp1"", ""VISp5"", ""VISp2/3"")",WT,mPFF,M,pSyn,0.000216638,0,0.000216638,0
IM 334,"c(305, 778, 721, 33, 593, 821)",0.2,right,VISp,"c(""VISp6b"", ""VISp5"", ""VISp4"", ""VISp6a"", ""VISp1"", ""VISp2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(33, 305, 778, 721, 821, 593)",0.2,right,VISp,"c(""VISp6a"", ""VISp6b"", ""VISp5"", ""VISp4"", ""VISp2/3"", ""VISp1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(593, 821, 33, 721, 778, 305)",0.2,right,VISp,"c(""VISp1"", ""VISp2/3"", ""VISp6a"", ""VISp4"", ""VISp5"", ""VISp6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(393, 377)",0.2,right,VISpl,"c(""VISpl6b"", ""VISpl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(393, 377, 902, 869)",0.2,right,VISpl,"c(""VISpl6b"", ""VISpl6a"", ""VISpl5"", ""VISpl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(393, 902, 377)",0.2,right,VISpl,"c(""VISpl6b"", ""VISpl5"", ""VISpl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(377, 393, 902)",0.2,right,VISpl,"c(""VISpl6a"", ""VISpl6b"", ""VISpl5"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(501, 257, 565, 41, 469, 805)",0.2,right,VISpm,"c(""VISpm4"", ""VISpm6a"", ""VISpm5"", ""VISpm2/3"", ""VISpm6b"", ""VISpm1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(257, 805, 565, 501, 41, 469)",0.2,right,VISpm,"c(""VISpm6a"", ""VISpm1"", ""VISpm5"", ""VISpm4"", ""VISpm2/3"", ""VISpm6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(257, 501, 565, 469, 41, 805)",0.2,right,VISpm,"c(""VISpm6a"", ""VISpm4"", ""VISpm5"", ""VISpm6b"", ""VISpm2/3"", ""VISpm1"")",WT,mPFF,M,pSyn,1.46E-05,0,1.46E-05,0
IM 331,"c(312782640, 312782644, 312782652, 312782636, 312782632, 312782648)",0.2,right,VISpor,"c(""VISpor4"", ""VISpor5"", ""VISpor6b"", ""VISpor2/3"", ""VISpor1"", ""VISpor6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(312782644, 312782640, 312782632, 312782648, 312782636, 312782652)",0.2,right,VISpor,"c(""VISpor5"", ""VISpor4"", ""VISpor1"", ""VISpor6a"", ""VISpor2/3"", ""VISpor6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(312782644, 312782632, 312782640, 312782636, 312782652, 312782648)",0.2,right,VISpor,"c(""VISpor5"", ""VISpor1"", ""VISpor4"", ""VISpor2/3"", ""VISpor6b"", ""VISpor6a"")",WT,mPFF,M,pSyn,0.000148863,0,0.000148863,0
IM 341,"c(312782636, 312782652, 312782640, 312782632, 312782644, 312782648)",0.2,right,VISpor,"c(""VISpor2/3"", ""VISpor6b"", ""VISpor4"", ""VISpor1"", ""VISpor5"", ""VISpor6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(312782616, 312782608, 312782624, 312782604, 312782620, 312782612)",0.2,right,VISrl,"c(""VISrl5"", ""VISrl2/3"", ""VISrl6b"", ""VISrl1"", ""VISrl6a"", ""VISrl4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(312782620, 312782624, 312782612, 312782604, 312782616, 312782608)",0.2,right,VISrl,"c(""VISrl6a"", ""VISrl6b"", ""VISrl4"", ""VISrl1"", ""VISrl5"", ""VISrl2/3"")",WT,mPFF,F,pSyn,0.001300188,0,0.001300188,0
IM 338,"c(312782620, 312782608, 312782616, 312782612, 312782624, 312782604)",0.2,right,VISrl,"c(""VISrl6a"", ""VISrl2/3"", ""VISrl5"", ""VISrl4"", ""VISrl6b"", ""VISrl1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(312782616, 312782624, 312782608, 312782604, 312782620, 312782612)",0.2,right,VISrl,"c(""VISrl5"", ""VISrl6b"", ""VISrl2/3"", ""VISrl1"", ""VISrl6a"", ""VISrl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,685,0.2,right,VM,VM,WT,mPFF,M,pSyn,0.003500021,0,0.003500021,0
IM 334,685,0.2,right,VM,VM,WT,mPFF,F,pSyn,0.000425823,0,0.000425823,0
IM 338,685,0.2,right,VM,VM,WT,mPFF,M,pSyn,0.000471136,0,0.000471136,0
IM 341,685,0.2,right,VM,VM,WT,mPFF,F,pSyn,0.001067655,0,0.001067655,0
IM 331,693,0.2,right,VMH,VMH,WT,mPFF,M,pSyn,6.80E-05,0,6.80E-05,0
IM 334,693,0.2,right,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,693,0.2,right,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,693,0.2,right,VMH,VMH,WT,mPFF,F,pSyn,0.000200563,0,0.000200563,0
IM 331,"c(725, 741)",0.2,right,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,0.000718289,0,0.000718289,0
IM 334,"c(725, 741)",0.2,right,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(725, 741)",0.2,right,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,2.21E-05,0,2.21E-05,0
IM 341,"c(741, 725)",0.2,right,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,F,pSyn,0.000340104,0,0.000340104,0
IM 331,718,0.2,right,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,718,0.2,right,VPL,VPL,WT,mPFF,F,pSyn,0.000492179,0,0.000492179,0
IM 338,718,0.2,right,VPL,VPL,WT,mPFF,M,pSyn,0.000174233,0,0.000174233,0
IM 341,718,0.2,right,VPL,VPL,WT,mPFF,F,pSyn,0.001020824,0,0.001020824,0
IM 331,733,0.2,right,VPM,VPM,WT,mPFF,M,pSyn,0.000119426,0,0.000119426,0
IM 334,733,0.2,right,VPM,VPM,WT,mPFF,F,pSyn,2.26E-05,0,2.26E-05,0
IM 338,733,0.2,right,VPM,VPM,WT,mPFF,M,pSyn,0.000269361,0,0.000269361,0
IM 341,733,0.2,right,VPM,VPM,WT,mPFF,F,pSyn,0.000782227,0,0.000782227,0
IM 331,749,0.2,right,VTA,VTA,WT,mPFF,M,pSyn,0.00852752,0,0.00852752,0
IM 334,749,0.2,right,VTA,VTA,WT,mPFF,F,pSyn,0.00246972,0,0.00246972,0
IM 338,749,0.2,right,VTA,VTA,WT,mPFF,M,pSyn,0.000578724,0,0.000578724,0
IM 331,560581559,0.2,right,Xi,Xi,WT,mPFF,M,pSyn,0.003412427,0,0.003412427,0
IM 334,560581559,0.2,right,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM 338,560581559,0.2,right,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM 341,560581559,0.2,right,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM 331,797,0.2,right,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM 334,797,0.2,right,ZI,ZI,WT,mPFF,F,pSyn,0.000122773,0,0.000122773,0
IM 338,797,0.2,right,ZI,ZI,WT,mPFF,M,pSyn,2.92E-05,0,2.92E-05,0
IM 341,797,0.2,right,ZI,ZI,WT,mPFF,F,pSyn,0.00038159,0,0.00038159,0
