mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Incl per mm^2
IM337,159,0.1,right,AON,AON,WT,mPFF,M,pSyn,0,0,0,0
IM340,159,0.1,right,AON,AON,WT,mPFF,F,pSyn,0,0,0,0
IM333,215,0.1,right,APN,APN,WT,mPFF,F,pSyn,0,0,0,0
IM337,215,0.1,right,APN,APN,WT,mPFF,M,pSyn,0,0,0,0
IM340,215,0.1,right,APN,APN,WT,mPFF,F,pSyn,0,0,0,0
IM330,484682508,0.1,right,APr,APr,WT,mPFF,M,pSyn,0,0,0,0
IM333,484682508,0.1,right,APr,APr,WT,mPFF,F,pSyn,0,0,0,0
IM337,484682508,0.1,right,APr,APr,WT,mPFF,M,pSyn,0,0,0,0
IM340,484682508,0.1,right,APr,APr,WT,mPFF,F,pSyn,0,0,0,0
IM330,484682524,0.1,right,ar,ar,WT,mPFF,M,pSyn,0,0,0,0
IM333,484682524,0.1,right,ar,ar,WT,mPFF,F,pSyn,0,0,0,0
IM337,484682524,0.1,right,ar,ar,WT,mPFF,M,pSyn,0,0,0,0
IM340,484682524,0.1,right,ar,ar,WT,mPFF,F,pSyn,0,0,0,0
IM330,223,0.1,right,ARH,ARH,WT,mPFF,M,pSyn,0,0,0,0
IM333,223,0.1,right,ARH,ARH,WT,mPFF,F,pSyn,0,0,0,0
IM337,223,0.1,right,ARH,ARH,WT,mPFF,M,pSyn,0,0,0,0
IM340,223,0.1,right,ARH,ARH,WT,mPFF,F,pSyn,0,0,0,0
IM333,231,0.1,right,AT,AT,WT,mPFF,F,pSyn,0,0,0,0
IM337,231,0.1,right,AT,AT,WT,mPFF,M,pSyn,0,0,0,0
IM340,231,0.1,right,AT,AT,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(600, 527, 678, 243, 156, 252)",0.1,right,AUDd,"c(""AUDd2/3"", ""AUDd1"", ""AUDd4"", ""AUDd6b"", ""AUDd6a"", ""AUDd5"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(252, 243, 156, 678, 600, 527)",0.1,right,AUDd,"c(""AUDd5"", ""AUDd6b"", ""AUDd6a"", ""AUDd4"", ""AUDd2/3"", ""AUDd1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(252, 527, 243, 156, 600, 678)",0.1,right,AUDd,"c(""AUDd5"", ""AUDd1"", ""AUDd6b"", ""AUDd6a"", ""AUDd2/3"", ""AUDd4"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(527, 156, 252, 243, 600, 678)",0.1,right,AUDd,"c(""AUDd1"", ""AUDd6a"", ""AUDd5"", ""AUDd6b"", ""AUDd2/3"", ""AUDd4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(816, 847, 251, 735, 954)",0.1,right,AUDp,"c(""AUDp4"", ""AUDp5"", ""AUDp2/3"", ""AUDp1"", ""AUDp6a"")",WT,mPFF,M,pSyn,0.000144833,0,0.000144833,0
IM333,"c(954, 251, 735, 816, 847, 1005)",0.1,right,AUDp,"c(""AUDp6a"", ""AUDp2/3"", ""AUDp1"", ""AUDp4"", ""AUDp5"", ""AUDp6b"")",WT,mPFF,F,pSyn,1.11E-05,0,1.11E-05,0
IM337,"c(735, 847, 1005, 251, 954, 816)",0.1,right,AUDp,"c(""AUDp1"", ""AUDp5"", ""AUDp6b"", ""AUDp2/3"", ""AUDp6a"", ""AUDp4"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(251, 816, 847, 1005, 954, 735)",0.1,right,AUDp,"c(""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6b"", ""AUDp6a"", ""AUDp1"")",WT,mPFF,F,pSyn,0,0,0,0
IM333,"c(456, 696, 643, 791, 249, 759)",0.1,right,AUDpo,"c(""AUDpo6b"", ""AUDpo1"", ""AUDpo2/3"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo4"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(696, 249, 759, 643, 456, 791)",0.1,right,AUDpo,"c(""AUDpo1"", ""AUDpo6a"", ""AUDpo4"", ""AUDpo2/3"", ""AUDpo6b"", ""AUDpo5"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(643, 759, 456, 249, 791, 696)",0.1,right,AUDpo,"c(""AUDpo2/3"", ""AUDpo4"", ""AUDpo6b"", ""AUDpo6a"", ""AUDpo5"", ""AUDpo1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(959, 990, 755, 520, 1023, 598)",0.1,right,AUDv,"c(""AUDv1"", ""AUDv4"", ""AUDv2/3"", ""AUDv6a"", ""AUDv5"", ""AUDv6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(990, 755, 598, 959, 1023, 520)",0.1,right,AUDv,"c(""AUDv4"", ""AUDv2/3"", ""AUDv6b"", ""AUDv1"", ""AUDv5"", ""AUDv6a"")",WT,mPFF,F,pSyn,5.81E-05,0,5.81E-05,0
IM337,"c(520, 1023, 598, 755, 990, 959)",0.1,right,AUDv,"c(""AUDv6a"", ""AUDv5"", ""AUDv6b"", ""AUDv2/3"", ""AUDv4"", ""AUDv1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(959, 755, 990, 520, 598, 1023)",0.1,right,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv6a"", ""AUDv6b"", ""AUDv5"")",WT,mPFF,F,pSyn,0.000213351,0,0.000213351,0
IM333,292,0.1,right,BA,BA,WT,mPFF,F,pSyn,0,0,0,0
IM330,482,0.1,right,bic,bic,WT,mPFF,M,pSyn,0,0,0,0
IM333,482,0.1,right,bic,bic,WT,mPFF,F,pSyn,0,0,0,0
IM337,482,0.1,right,bic,bic,WT,mPFF,M,pSyn,0,0,0,0
IM340,482,0.1,right,bic,bic,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(303, 451, 311)",0.1,right,BLA,"c(""BLAa"", ""BLAv"", ""BLAp"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(451, 311, 303)",0.1,right,BLA,"c(""BLAv"", ""BLAp"", ""BLAa"")",WT,mPFF,F,pSyn,1.94E-05,0,1.94E-05,0
IM337,"c(303, 451, 311)",0.1,right,BLA,"c(""BLAa"", ""BLAv"", ""BLAp"")",WT,mPFF,M,pSyn,0.000260424,0,0.000260424,0
IM340,"c(311, 303, 451)",0.1,right,BLA,"c(""BLAp"", ""BLAa"", ""BLAv"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(334, 327)",0.1,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(334, 327)",0.1,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(327, 334)",0.1,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(327, 334)",0.1,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,916,0.1,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM333,916,0.1,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM337,916,0.1,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM340,916,0.1,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM330,382,0.1,right,CA1,CA1,WT,mPFF,M,pSyn,0,0,0,0
IM333,382,0.1,right,CA1,CA1,WT,mPFF,F,pSyn,0,0,0,0
IM337,382,0.1,right,CA1,CA1,WT,mPFF,M,pSyn,0,0,0,0
IM340,382,0.1,right,CA1,CA1,WT,mPFF,F,pSyn,0,0,0,0
IM330,423,0.1,right,CA2,CA2,WT,mPFF,M,pSyn,0,0,0,0
IM333,423,0.1,right,CA2,CA2,WT,mPFF,F,pSyn,0,0,0,0
IM337,423,0.1,right,CA2,CA2,WT,mPFF,M,pSyn,0,0,0,0
IM340,423,0.1,right,CA2,CA2,WT,mPFF,F,pSyn,0.001020048,0,0.001020048,0
IM330,463,0.1,right,CA3,CA3,WT,mPFF,M,pSyn,0,0,0,0
IM333,463,0.1,right,CA3,CA3,WT,mPFF,F,pSyn,0,0,0,0
IM337,463,0.1,right,CA3,CA3,WT,mPFF,M,pSyn,9.54E-06,0,9.54E-06,0
IM340,463,0.1,right,CA3,CA3,WT,mPFF,F,pSyn,1.38E-05,0,1.38E-05,0
IM330,512,0.1,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM333,512,0.1,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM337,512,0.1,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM340,512,0.1,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(484682516, 964, 971, 986)",0.1,right,cc,"c(""ccb"", ""ee"", ""fp"", ""ccs"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(484682516, 986, 964, 971)",0.1,right,cc,"c(""ccb"", ""ccs"", ""ee"", ""fp"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(964, 484682516, 986, 971)",0.1,right,cc,"c(""ee"", ""ccb"", ""ccs"", ""fp"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(484682516, 986, 964, 971)",0.1,right,cc,"c(""ccb"", ""ccs"", ""ee"", ""fp"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,1108,0.1,right,ccg,ccg,WT,mPFF,M,pSyn,0,0,0,0
IM333,1108,0.1,right,ccg,ccg,WT,mPFF,F,pSyn,0,0,0,0
IM337,1108,0.1,right,ccg,ccg,WT,mPFF,M,pSyn,0,0,0,0
IM340,1108,0.1,right,ccg,ccg,WT,mPFF,F,pSyn,4.00E-05,0,4.00E-05,0
IM330,"c(551, 544, 559)",0.1,right,CEA,"c(""CEAl"", ""CEAc"", ""CEAm"")",WT,mPFF,M,pSyn,0.004391452,0,0.004391452,0
IM333,"c(544, 559, 551)",0.1,right,CEA,"c(""CEAc"", ""CEAm"", ""CEAl"")",WT,mPFF,F,pSyn,4.65E-05,0,4.65E-05,0
IM337,"c(551, 559, 544)",0.1,right,CEA,"c(""CEAl"", ""CEAm"", ""CEAc"")",WT,mPFF,M,pSyn,0.002664267,0.002182431,0.000481835,1.190643187
IM340,"c(551, 559, 544)",0.1,right,CEA,"c(""CEAl"", ""CEAm"", ""CEAc"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,940,0.1,right,cing,cing,WT,mPFF,M,pSyn,0,0,0,0
IM333,940,0.1,right,cing,cing,WT,mPFF,F,pSyn,0.000536843,0,0.000536843,0
IM337,940,0.1,right,cing,cing,WT,mPFF,M,pSyn,0,0,0,0
IM340,940,0.1,right,cing,cing,WT,mPFF,F,pSyn,0,0,0,0
IM330,575,0.1,right,CL,CL,WT,mPFF,M,pSyn,0,0,0,0
IM333,575,0.1,right,CL,CL,WT,mPFF,F,pSyn,0,0,0,0
IM337,575,0.1,right,CL,CL,WT,mPFF,M,pSyn,0.001025507,0,0.001025507,0
IM340,575,0.1,right,CL,CL,WT,mPFF,F,pSyn,0,0,0,0
IM330,583,0.1,right,CLA,CLA,WT,mPFF,M,pSyn,0,0,0,0
IM333,583,0.1,right,CLA,CLA,WT,mPFF,F,pSyn,0,0,0,0
IM337,583,0.1,right,CLA,CLA,WT,mPFF,M,pSyn,8.25E-05,0,8.25E-05,0
IM340,583,0.1,right,CLA,CLA,WT,mPFF,F,pSyn,0,0,0,0
IM330,591,0.1,right,CLI,CLI,WT,mPFF,M,pSyn,0,0,0,0
IM333,591,0.1,right,CLI,CLI,WT,mPFF,F,pSyn,0,0,0,0
IM337,591,0.1,right,CLI,CLI,WT,mPFF,M,pSyn,0,0,0,0
IM340,591,0.1,right,CLI,CLI,WT,mPFF,F,pSyn,0,0,0,0
IM330,599,0.1,right,CM,CM,WT,mPFF,M,pSyn,0,0,0,0
IM333,599,0.1,right,CM,CM,WT,mPFF,F,pSyn,0.000629532,0,0.000629532,0
IM337,599,0.1,right,CM,CM,WT,mPFF,M,pSyn,0,0,0,0
IM340,599,0.1,right,CM,CM,WT,mPFF,F,pSyn,0,0,0,0
IM330,639,0.1,right,COA,COAa,WT,mPFF,M,pSyn,0,0,0,0
IM333,639,0.1,right,COA,COAa,WT,mPFF,F,pSyn,0,0,0,0
IM337,639,0.1,right,COA,COAa,WT,mPFF,M,pSyn,0,0,0,0
IM340,639,0.1,right,COA,COAa,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(655, 663)",0.1,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(663, 655)",0.1,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(655, 663)",0.1,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(663, 655)",0.1,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,672,0.1,right,CP,CP,WT,mPFF,M,pSyn,5.93E-06,0,5.93E-06,0
IM333,672,0.1,right,CP,CP,WT,mPFF,F,pSyn,1.72E-05,0,1.72E-05,0
IM337,672,0.1,right,CP,CP,WT,mPFF,M,pSyn,0.000109425,0,0.000109425,0
IM340,672,0.1,right,CP,CP,WT,mPFF,F,pSyn,3.59E-05,0,3.59E-05,0
IM333,924,0.1,right,cpd,cpd,WT,mPFF,F,pSyn,0,0,0,0
IM337,924,0.1,right,cpd,cpd,WT,mPFF,M,pSyn,0,0,0,0
IM340,924,0.1,right,cpd,cpd,WT,mPFF,F,pSyn,0,0,0,0
IM330,679,0.1,right,CS,CS,WT,mPFF,M,pSyn,0,0,0,0
IM333,679,0.1,right,CS,CS,WT,mPFF,F,pSyn,0,0,0,0
IM337,679,0.1,right,CS,CS,WT,mPFF,M,pSyn,0,0,0,0
IM340,679,0.1,right,CS,CS,WT,mPFF,F,pSyn,0,0,0,0
IM330,784,0.1,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM333,784,0.1,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM337,784,0.1,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM340,784,0.1,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM330,703,0.1,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0,0,0,0
IM333,703,0.1,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0,0,0,0
IM337,703,0.1,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0,0,0,0
IM340,703,0.1,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,8.28E-05,0,8.28E-05,0
IM330,"c(10703, 632, 10704)",0.1,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,M,pSyn,5.65E-06,0,5.65E-06,0
IM333,"c(632, 10703, 10704)",0.1,right,DG,"c(""DG-sg"", ""DG-mo"", ""DG-po"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(10703, 632, 10704)",0.1,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(632, 10703, 10704)",0.1,right,DG,"c(""DG-sg"", ""DG-mo"", ""DG-po"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,443,0.1,right,dhc,dhc,WT,mPFF,M,pSyn,0,0,0,0
IM333,443,0.1,right,dhc,dhc,WT,mPFF,F,pSyn,0,0,0,0
IM337,443,0.1,right,dhc,dhc,WT,mPFF,M,pSyn,0,0,0,0
IM340,443,0.1,right,dhc,dhc,WT,mPFF,F,pSyn,0,0,0,0
IM330,830,0.1,right,DMH,DMH,WT,mPFF,M,pSyn,0,0,0,0
IM333,830,0.1,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM337,830,0.1,right,DMH,DMH,WT,mPFF,M,pSyn,0,0,0,0
IM340,830,0.1,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM330,814,0.1,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM333,814,0.1,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM337,814,0.1,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM340,814,0.1,right,DP,DP,WT,mPFF,F,pSyn,0,0,0,0
IM333,872,0.1,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM337,872,0.1,right,DR,DR,WT,mPFF,M,pSyn,0,0,0,0
IM340,872,0.1,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM330,812,0.1,right,dscp,dscp,WT,mPFF,M,pSyn,0,0,0,0
IM333,812,0.1,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM337,812,0.1,right,dscp,dscp,WT,mPFF,M,pSyn,0,0,0,0
IM340,812,0.1,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM330,579,0.1,right,ec,ec,WT,mPFF,M,pSyn,0,0,0,0
IM333,579,0.1,right,ec,ec,WT,mPFF,F,pSyn,0,0,0,0
IM337,579,0.1,right,ec,ec,WT,mPFF,M,pSyn,0.000384692,0,0.000384692,0
IM340,579,0.1,right,ec,ec,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(977, 1045, 836, 988, 427)",0.1,right,ECT,"c(""ECT6a"", ""ECT6b"", ""ECT1"", ""ECT5"", ""ECT2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(427, 988, 1045, 836, 977)",0.1,right,ECT,"c(""ECT2/3"", ""ECT5"", ""ECT6b"", ""ECT1"", ""ECT6a"")",WT,mPFF,F,pSyn,1.75E-05,0,1.75E-05,0
IM337,"c(977, 836, 1045, 427, 988)",0.1,right,ECT,"c(""ECT6a"", ""ECT1"", ""ECT6b"", ""ECT2/3"", ""ECT5"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(977, 988, 836, 427, 1045)",0.1,right,ECT,"c(""ECT6a"", ""ECT5"", ""ECT1"", ""ECT2/3"", ""ECT6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,1092,0.1,right,em,em,WT,mPFF,M,pSyn,0,0,0,0
IM333,1092,0.1,right,em,em,WT,mPFF,F,pSyn,0,0,0,0
IM337,1092,0.1,right,em,em,WT,mPFF,M,pSyn,0,0,0,0
IM340,1092,0.1,right,em,em,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(20, 139, 28, 52, 1121)",0.1,right,ENTl,"c(""ENTl2"", ""ENTl5"", ""ENTl6a"", ""ENTl3"", ""ENTl1"")",WT,mPFF,M,pSyn,1.50E-05,0,1.50E-05,0
IM333,"c(52, 28, 1121, 139, 20)",0.1,right,ENTl,"c(""ENTl3"", ""ENTl6a"", ""ENTl1"", ""ENTl5"", ""ENTl2"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(139, 52, 1121, 20, 28)",0.1,right,ENTl,"c(""ENTl5"", ""ENTl3"", ""ENTl1"", ""ENTl2"", ""ENTl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(52, 1121, 139, 20, 28)",0.1,right,ENTl,"c(""ENTl3"", ""ENTl1"", ""ENTl5"", ""ENTl2"", ""ENTl6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(743, 664, 727, 543, 526)",0.1,right,ENTm,"c(""ENTm6"", ""ENTm3"", ""ENTm5"", ""ENTm2"", ""ENTm1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(664, 543, 727, 526, 743)",0.1,right,ENTm,"c(""ENTm3"", ""ENTm2"", ""ENTm5"", ""ENTm1"", ""ENTm6"")",WT,mPFF,F,pSyn,1.02E-05,0,1.02E-05,0
IM337,"c(743, 664, 526, 727, 543)",0.1,right,ENTm,"c(""ENTm6"", ""ENTm3"", ""ENTm1"", ""ENTm5"", ""ENTm2"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(743, 664, 727, 543, 526)",0.1,right,ENTm,"c(""ENTm6"", ""ENTm3"", ""ENTm5"", ""ENTm2"", ""ENTm1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(952, 966)",0.1,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(966, 952)",0.1,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,"c(""F"", ""M"")",pSyn,0,0,0,0
IM337,"c(952, 966)",0.1,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(952, 966)",0.1,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,560581551,0.1,right,Eth,Eth,WT,mPFF,M,pSyn,0,0,0,0
IM333,560581551,0.1,right,Eth,Eth,WT,mPFF,F,pSyn,0,0,0,0
IM337,560581551,0.1,right,Eth,Eth,WT,mPFF,M,pSyn,0,0,0,0
IM340,560581551,0.1,right,Eth,Eth,WT,mPFF,F,pSyn,0,0,0,0
IM333,975,0.1,right,EW,EW,WT,mPFF,F,pSyn,0,0,0,0
IM337,975,0.1,right,EW,EW,WT,mPFF,M,pSyn,0,0,0,0
IM340,975,0.1,right,EW,EW,WT,mPFF,F,pSyn,0,0,0,0
IM330,982,0.1,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM333,982,0.1,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM337,982,0.1,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM340,982,0.1,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM330,603,0.1,right,fi,fi,WT,mPFF,M,pSyn,0,0,0,0
IM333,603,0.1,right,fi,fi,WT,mPFF,F,pSyn,0,0,0,0
IM337,603,0.1,right,fi,fi,WT,mPFF,M,pSyn,0,0,0,0
IM340,603,0.1,right,fi,fi,WT,mPFF,F,pSyn,0,0,0,0
IM330,1009,0.1,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0,0,0,0
IM333,1009,0.1,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0,0,0,0
IM337,1009,0.1,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.00171827,0,0.00171827,0
IM340,1009,0.1,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0,0,0,0
IM330,595,0.1,right,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM333,595,0.1,right,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM337,595,0.1,right,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM340,595,0.1,right,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM330,526157196,0.1,right,FRP,FRP6a,WT,mPFF,M,pSyn,0,0,0,0
IM333,526157196,0.1,right,FRP,FRP6a,WT,mPFF,M,pSyn,0,0,0,0
IM337,526157196,0.1,right,FRP,FRP6a,WT,mPFF,M,pSyn,0,0,0,0
IM340,526157196,0.1,right,FRP,FRP6a,WT,mPFF,F,pSyn,0,0,0,0
IM330,436,0.1,right,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM333,436,0.1,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM337,436,0.1,right,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM340,436,0.1,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(187, 36, 638, 148, 662, 180)",0.1,right,GU,"c(""GU5"", ""GU1"", ""GU6a"", ""GU4"", ""GU6b"", ""GU2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(180, 662, 148, 36, 638, 187)",0.1,right,GU,"c(""GU2/3"", ""GU6b"", ""GU4"", ""GU1"", ""GU6a"", ""GU5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(662, 180, 187, 148, 36, 638)",0.1,right,GU,"c(""GU6b"", ""GU2/3"", ""GU5"", ""GU4"", ""GU1"", ""GU6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(662, 180, 36, 148, 638, 187)",0.1,right,GU,"c(""GU6b"", ""GU2/3"", ""GU1"", ""GU4"", ""GU6a"", ""GU5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,589508447,0.1,right,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM333,589508447,0.1,right,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM337,589508447,0.1,right,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM340,589508447,0.1,right,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM330,611,0.1,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM333,611,0.1,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM337,611,0.1,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM340,611,0.1,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM330,1089,0.1,right,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM333,1089,0.1,right,HPF,HPF,WT,mPFF,F,pSyn,0,0,0,0
IM337,1089,0.1,right,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM340,1089,0.1,right,HPF,HPF,WT,mPFF,F,pSyn,0,0,0,0
IM330,1097,0.1,right,HY,HY,WT,mPFF,M,pSyn,0,0,0,0
IM333,1097,0.1,right,HY,HY,WT,mPFF,F,pSyn,0,0,0,0
IM337,1097,0.1,right,HY,HY,WT,mPFF,M,pSyn,9.15E-06,0,9.15E-06,0
IM340,1097,0.1,right,HY,HY,WT,mPFF,F,pSyn,0,0,0,0
IM330,1105,0.1,right,IA,IA,WT,mPFF,M,pSyn,0,0,0,0
IM333,1105,0.1,right,IA,IA,WT,mPFF,F,pSyn,0,0,0,0
IM337,1105,0.1,right,IA,IA,WT,mPFF,M,pSyn,0,0,0,0
IM340,1105,0.1,right,IA,IA,WT,mPFF,F,pSyn,0,0,0,0
IM330,828,0.1,right,IC,ICe,WT,mPFF,M,pSyn,0,0,0,0
IM333,828,0.1,right,IC,ICe,WT,mPFF,F,pSyn,0,0,0,0
IM337,828,0.1,right,IC,ICe,WT,mPFF,M,pSyn,0,0,0,0
IM340,828,0.1,right,IC,ICe,WT,mPFF,F,pSyn,0,0,0,0
IM330,12,0.1,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM333,12,0.1,right,IF,IF,WT,mPFF,F,pSyn,0,0,0,0
IM337,12,0.1,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM340,12,0.1,right,IF,IF,WT,mPFF,F,pSyn,0,0,0,0
IM330,19,0.1,right,IG,IG,WT,mPFF,M,pSyn,0,0,0,0
IM333,19,0.1,right,IG,IG,WT,mPFF,F,pSyn,0,0,0,0
IM337,19,0.1,right,IG,IG,WT,mPFF,M,pSyn,0,0,0,0
IM340,19,0.1,right,IG,IG,WT,mPFF,F,pSyn,0,0,0,0
IM330,27,0.1,right,IGL,IGL,WT,mPFF,M,pSyn,0,0,0,0
IM333,27,0.1,right,IGL,IGL,WT,mPFF,F,pSyn,0,0,0,0
IM330,35,0.1,right,III,III,WT,mPFF,M,pSyn,0,0,0,0
IM333,848,0.1,right,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM337,848,0.1,right,IIn,IIn,WT,mPFF,M,pSyn,0,0,0,0
IM340,848,0.1,right,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(556, 827, 707, 1054)",0.1,right,ILA,"c(""ILA2/3"", ""ILA5"", ""ILA1"", ""ILA6a"")",WT,mPFF,M,pSyn,0,0,0,0
